epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc
22,0.000372715183336239,0.9998993508127422,0.9998658123385554,0.9999329016673936,0.9998993558776168,0.9999997287341784,0.9738618002091056,0.9884381736233588,0.9589353612167301,0.9734632828331564,0.9861613689369295
23,0.000330374202155155,0.9998825759481992,0.9998993491243374,0.9998658033347871,0.9998825759481992,0.9999999561022115,0.9734816082121471,0.9870917269704674,0.9595057034220532,0.9731032488190494,0.9862482952611331
24,0.000512277828659436,0.9998490262191133,0.9999328904100396,0.9997651558358774,0.9998490160881746,0.999999895320658,0.9728162722174698,0.9857421875,0.9595057034220532,0.9724470134874759,0.9862770960428378
25,0.0002561896801775358,0.9998993508127422,0.9998993525010903,0.9998993525010903,0.9998993525010903,0.9999999741115605,0.9729113202167095,0.9866953629426727,0.958745247148289,0.9725195256002314,0.9862749459217444
26,0.0003340759789066998,0.9998825759481992,0.9998658078368223,0.9998993525010903,0.9998825798876122,0.9999999290881877,0.9724360802205113,0.9859210011732499,0.9585551330798479,0.9720454983612878,0.9862829320858054
27,0.000185535754959088,0.9999496754063711,0.9999329039184112,0.9999664508336967,0.999949677094691,0.9999999898697411,0.9742419922060641,0.9895976447497546,0.9585551330798479,0.9738290680830517,0.9863389436437
28,0.00019276482094046773,0.9999161256772852,0.9998993558776168,0.9999329016673936,0.9999161284911515,0.9999999898697411,0.973766752209866,0.988819144762652,0.9583650190114068,0.9733539293299864,0.9864467026537915
29,0.00027765463117598806,0.9998658010836563,0.9999328926618126,0.9997987050021807,0.9998657943298105,0.9999999707348075,0.973766752209866,0.9886274509803922,0.9585551330798479,0.9733590733590733,0.9865179457417845
30,0.00023943640778411823,0.9998825759481992,0.9998658078368223,0.9998993525010903,0.9998825798876122,0.9999999234602661,0.9731014162151886,0.9868910193699864,0.9589353612167301,0.9727123710346157,0.9864605429290647
31,0.00016995430764310667,0.9999496754063711,0.9999664497081124,0.9999329016673936,0.9999496754063711,0.9999999864929882,0.9732915122136679,0.9874681809281378,0.958745247148289,0.972894762226295,0.9865137177725756
32,0.00017489940962303596,0.9999329005418282,0.9999329016673936,0.9999329016673936,0.9999329016673936,0.9999999876185725,0.9728162722174698,0.9855525185474424,0.9596958174904943,0.9724523213253708,0.9865587257695807
33,0.0001437792303888254,0.999966450270914,0.9999664508336967,0.9999664508336967,0.9999664508336967,0.9999999909953254,0.9731964642144283,0.9868935837245696,0.9591254752851711,0.9728114153490166,0.9865278652080053
34,0.00018332912650750413,0.9999329005418282,0.9999329016673936,0.9999329016673936,0.9999329016673936,0.9999999876185725,0.9733865602129075,0.9874706342991386,0.9589353612167301,0.9729938271604939,0.986564128174681
35,0.000176693010500483,0.9999496754063711,0.9999664497081124,0.9999329016673936,0.9999496754063711,0.9999999842418195,0.9740518962075848,0.9894013738959765,0.9583650190114068,0.9736359246740705,0.9866466458472308
36,0.00012615864676013063,0.9999496754063711,0.9998993626299899,1.0,0.9999496787828975,0.9999999943720784,0.9744320882045433,0.9894096881741518,0.9591254752851711,0.9740322424944493,0.9865672720492207
37,0.00019409876222768328,0.9999161256772852,0.9998993558776168,0.9999329016673936,0.9999161284911515,0.999999986492988,0.9744320882045433,0.9901787468080927,0.9583650190114068,0.9740121727369336,0.9865772457201749
38,0.00010751476573559071,0.999966450270914,0.9999664508336967,0.9999664508336967,0.9999664508336967,0.999999996623247,0.9729113202167095,0.9865049872873068,0.9589353612167301,0.9725248240624699,0.9865185781303414
39,0.00013992325179901913,0.9999496754063711,0.9999664497081124,0.9999329016673936,0.9999496754063711,0.999999993246494,0.9731964642144283,0.986703167774736,0.9593155893536122,0.9728166570271833,0.9865328520434823
40,9.418469976779714e-05,0.999983225135457,1.0,0.9999664508336967,0.999983225135457,0.9999999977488314,0.9734816082121471,0.9874730867097279,0.9591254752851711,0.9730928729867876,0.9864651864678967
41,0.00015264372899098297,0.9999329005418282,0.9999329016673936,0.9999329016673936,0.9999329016673936,0.9999999887441567,0.973766752209866,0.9886274509803922,0.9585551330798479,0.9733590733590733,0.9865187407445418
42,0.00016308506188087796,0.9999161256772852,0.9999328994162249,0.9998993525010903,0.9999161256772852,0.9999999898697411,0.9742419922060641,0.9897899077164736,0.9583650190114068,0.9738240123635661,0.9865219207555707
43,0.00013951618506781062,0.999966450270914,1.0,0.9999329016673936,0.9999664497081124,0.9999999943720783,0.9734816082121471,0.9876639906011357,0.9589353612167301,0.9730876820681007,0.9866657439816485
44,9.940918098409847e-05,0.9999496754063711,0.9999664497081124,0.9999329016673936,0.9999496754063711,0.9999999977488314,0.9736717042106263,0.9886252206314964,0.9583650190114068,0.9732599671782991,0.9865375678552921
45,0.00015300362721275328,0.9999496754063711,0.9999329039184112,0.9999664508336967,0.999949677094691,0.9999999876185725,0.9739568482083452,0.9888235294117647,0.958745247148289,0.9735521235521235,0.9864731364954686
46,0.00011536916380716538,0.9999496754063711,0.9999664497081124,0.9999329016673936,0.9999496754063711,0.999999996623247,0.9734816082121471,0.9876639906011357,0.9589353612167301,0.9730876820681007,0.9865080082073194
47,0.00012685661974537967,0.9999161256772852,0.9999328994162249,0.9998993525010903,0.9999161256772852,0.999999993246494,0.9733865602129075,0.987279843444227,0.9591254752851711,0.9729990356798457,0.9865164822139815
48,7.965018013091544e-05,1.0,1.0,1.0,1.0,1.0,0.9736717042106263,0.9876688197298884,0.9593155893536122,0.9732857556177066,0.9866240786098727
49,0.0001279470618753172,0.9999496754063711,0.9999329039184112,0.9999664508336967,0.999949677094691,0.9999999954976627,0.9733865602129075,0.9874706342991386,0.9589353612167301,0.9729938271604939,0.986542771509703
50,8.672802114313663e-05,0.999983225135457,1.0,0.9999664508336967,0.999983225135457,1.0,0.9739568482083452,0.9890153001176932,0.9585551330798479,0.9735470167986098,0.9865161389173364
